programme,scheduled_event_count,scenario
Sustainable Development (Sociology) MA (Hons) - 4 Years (Full-Time) (Year 3),11,S0
Sustainable Development (Sociology) MA (Hons) - 4 Years (Full-Time) (Year 4),5,S0
Sustainable Development MA (Hons) (Year 1),42,S0
Sustainable Development MA (Hons) (Year 2),116,S0
Sustainable Energy Systems (MSc) (Year 1),14,S0
Sustainable Lands and Cities (Fusion On-site) (Full-time) (MSc) (Year 1),10,S0
Synthetic Biology and Biotechnology (MSc) (Year 1),12,S0
Systematic Theology (PhD) (Part-time) (Year 1),1,S0
Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),49,S0
Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 2),9,S0
Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 3),8,S0
Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 4),3,S0
Teaching English to Speakers of Other Languages (PgDip) (Full-time) (Year 1),9,S0
Textiles (BA Hons) (Year 2),19,S0
Textiles (BA Hons) (Year 3),7,S0
Textiles (BA Hons) (Year 4),8,S0
The Middle East in Global Politics (MSc) (Year 1),23,S0
Theology MA(Hons) (Year 1),46,S0
Theology MA(Hons) (Year 2),60,S0
Theology MA(Hons) (Year 3),31,S0
Theology MA(Hons) (Year 4),20,S0
Theology and Religious Studies (MSc) (Year 1),7,S0
Theology in History (MTh) (Part-time) (Year 1),1,S0
Theoretical Physics (BSc Hons) (Year 1),19,S0
Theoretical Physics (BSc Hons) (Year 2),64,S0
Theoretical Physics (BSc Hons) (Year 3),32,S0
Theoretical Physics (BSc Hons) (Year 4),29,S0
Theoretical Physics (MPhys) (Year 1),46,S0
Theoretical Physics (MPhys) (Year 2),43,S0
Theoretical Physics (MPhys) (Year 3),36,S0
Theoretical Physics (MPhys) (Year 4),27,S0
Theoretical Physics (MPhys) (Year 5),34,S0
Theoretical Physics MSc (Year 1),19,S0
Theoretical Physics MSc (Year 2),15,S0
"Transformative Learning and Teaching (Nursery - S3, Generalist) (MSc) - 21 Months (Year 2)",7,S0
"Transformative Learning and Teaching (P5 - S6, English) (MSc) - 21 Months (Year 2)",6,S0
Translation Studies (MSc) (Full-time) (Year 1),24,S0
Translational Neuroscience (PhD with Integrated Study) - 4 Years (Year 1),4,S0
VS European Studies (BAES) - 2 Semesters (Year 1),4,S0
VS European Studies (BAES) - 3 Semesters (Year 2),4,S0
Veterinary Medicine (Clinical) (BVMS) (Year 3),64,S0
Veterinary Medicine (Clinical) (BVMS) (Year 4),65,S0
Veterinary Medicine (Clinical) (Graduate Entry) (BVMS) (Year 2),64,S0
Veterinary Medicine (Clinical) (Graduate Entry) (BVMS) (Year 3),65,S0
Veterinary Medicine (Preclinical) (BVMS) (Year 1),63,S0
Veterinary Medicine (Preclinical) (BVMS) (Year 2),76,S0
Veterinary Medicine (Preclinical) (Graduate Entry) (BVMS) (Year 1),52,S0
Visiting Research in PPL - 12 months (Year 1),1,S0
World Christianity (PhD) (Full-time) (Year 1),3,S0
Zoology (BMedSci Hons) (Year 3),11,S0
Zoology BSc (VetSci) (Hons) (Year 1),9,S0
AHSS Cert (HE) International Foundation Programme - UCAS Entry (Year 1),20,S1
Academic Practice (Higher Education) (ICL) (PgCert) - 1-3 Years (Year 3),9,S1
Accounting (PhD with Integrated Study) (Year 1),3,S1
Accounting and Business MA (Hons) (Year 1),11,S1
Accounting and Business MA (Hons) (Year 2),26,S1
Accounting and Business MA (Hons) (Year 3),19,S1
Accounting and Business MA (Hons) (Year 4),19,S1
Accounting and Finance (MA Hons) (Year 1),44,S1
Accounting and Finance (MA Hons) (Year 2),33,S1
Accounting and Finance (MA Hons) (Year 3),25,S1
Accounting and Finance (MA Hons) (Year 4),28,S1
Accounting and Finance (MSc) (Year 1),6,S1
Acoustics and Music Technology (MSc) (Full-time) (Year 1),13,S1
Acoustics and Music Technology (MSc) (Part-time) (Year 2),4,S1
Acoustics and Music Technology BSc (Hons) (Year 1),18,S1
Acoustics and Music Technology BSc (Hons) (Year 2),33,S1
Acoustics and Music Technology BSc (Hons) (Year 3),11,S1
Acoustics and Music Technology BSc (Hons) (Year 4),23,S1
Advanced Care (PhD with Integrated Study) - 4 Years (Full-time) (Year 1),16,S1
Advanced Chemical Engineering (MSc) - 1 Year (Full-time) (Year 1),7,S1
Advanced Nursing (Clinical Research) (MSc) - 1 Year (Full-time) (Year 1),10,S1
Advanced Nursing (Education) (MSc) - 1 Year (Full-time) (Year 1),9,S1
Advanced Nursing (Leadership) (MSc) - 1 Year (Full-time) (Year 1),7,S1
Advanced Nursing (MSc) - 1 Year (Full-time) (Year 1),18,S1
Advanced Nursing (MSc) - 2 Years (Part-time) (Year 2),5,S1
Advanced Nursing (MSc) - 3 Years (Part-time) (Year 3),5,S1
Advanced Power Engineering (MSc) - 2 Years (Full-time) (Year 1),10,S1
Advanced Social Work Studies (Mental Health Officer Award) (PgCert) - 9 Months (Full-time) (Year 1),1,S1
Advanced Sustainable Design (On Campus) (MSc) (Year 1),5,S1
Advanced Technology for Financial Computing (MSc) - 1 Year (Full-Time) (Year 1),25,S1
Advanced Technology for Financial Computing (MSc) - 1 Year (Full-Time) (Year 2),13,S1
Africa and International Development (MSc) (Part-time) (Year 2),1,S1
Agriculture and Food Security (MScR) - 1 year (Full-time) (Year 3),5,S1
Algebra and Number Theory (PhD) (Full-time) (Year 2),2,S1
American History (MSc) (Full-time) (Year 1),3,S1
"Anaesthesia, Critical Care and Pain Medicine (BMedSci) (Hons) (Year 3)",11,S1
Analytical Chemistry (MSc) (Year 1),17,S1
Anatomy and Development (BMedSci) - 1 Year (Full-time) (Year 3),35,S1
Anatomy and Development BSc (Hons) (Year 1),11,S1
Anatomy and Development BSc (Hons) (Year 2),18,S1
Anatomy and Development BSc (Hons) (Year 3),38,S1
Anatomy and Development BSc (Hons) (Year 4),23,S1
Ancient History (MA Hons) (Year 1),32,S1
Ancient History (MA Hons) (Year 2),51,S1
Ancient History (MA Hons) (Year 3),30,S1
Ancient History (MA Hons) (Year 4),21,S1
Ancient History (MSc) - 1 Year (Full-time) (Year 1),11,S1
Ancient History (MSc) - 2 Years (Part-time) (Year 2),1,S1
Ancient History and Latin (MA Hons) (Year 2),14,S1
Ancient History and Latin (MA Hons) (Year 4),4,S1
Ancient Mediterranean Civilisations (MA Hons) (Year 2),11,S1
Ancient Mediterranean Civilisations (MA Hons) (Year 3),6,S1
Ancient Mediterranean Civilisations (MA Hons) (Year 4),9,S1
Ancient and Medieval History (MA Hons) (Year 1),17,S1
Ancient and Medieval History (MA Hons) (Year 2),29,S1
Ancient and Medieval History (MA Hons) (Year 3),35,S1
Ancient and Medieval History (MA Hons) (Year 4),20,S1
Animal Breeding and Genetics (MSc) (Full-time) (Year 1),9,S1
Animal Breeding and Genetics (MSc) (Full-time) (Year 2),9,S1
Animation (BA Hons) (Year 1),9,S1
Animation (BA Hons) (Year 2),12,S1
Animation (BA Hons) (Year 3),9,S1
Animation (BA Hons) (Year 4),3,S1
Anthropology and Sociology of Medicine (BMedSci Hons) - 1 Year (Intercalation) (Year 1),4,S1
Anthropology and Sociology of Medicine (BMedSci Hons) - 1 Year (Intercalation) (Year 3),7,S1
Applied Animal Behaviour and Animal Welfare (MSc) (Full-time) (Year 1),16,S1
Applied Animal Behaviour and Animal Welfare (MSc) (Part-time) - 2 Years (Year 2),9,S1
Applied Environmental Hydrogeology (MSc) - 1 Year (Full-Time) (Year 1),13,S1
Applied Linguistics (MSc) (Full-time) (Year 1),16,S1
Applied Mathematics (BSc Hons) (Year 1),47,S1
Applied Mathematics (BSc Hons) (Year 2),77,S1
Applied Mathematics (BSc Hons) (Year 3),10,S1
Applied Mathematics (BSc Hons) (Year 4),53,S1
Applied Mathematics (MMath) (Year 1),4,S1
Applied Mathematics (MMath) (Year 3),6,S1
Applied Mathematics (MMath) (Year 4),10,S1
Applied Mathematics (MMath) (Year 5),4,S1
Applied Sport Science (BSc Hons) (Year 1),49,S1
Applied Sport Science (BSc Hons) (Year 2),77,S1
Applied Sport Science (BSc Hons) (Year 3),15,S1
Applied Sport Science (BSc Hons) (Year 4),31,S1
Applied and Computational Mathematics (PhD) (Full-time) (Year 1),1,S1
Applied and Computational Mathematics (PhD) (Full-time) (Year 2),8,S1
Applied and Computational Mathematics (PhD) (Full-time) (Year 3),4,S1
Arabic and Ancient Greek (MA Hons) (Year 1),4,S1
Arabic and Ancient Greek (MA Hons) (Year 2),15,S1
Arabic and Business MA (Hons) (Year 1),9,S1
Arabic and Business MA (Hons) (Year 2),14,S1
Arabic and French (MA Hons) (Year 1),32,S1
Arabic and French (MA Hons) (Year 2),14,S1
Arabic and French (MA Hons) (Year 4),30,S1
Arabic and History (MA Hons) (Year 2),26,S1
Arabic and History (MA Hons) (Year 4),5,S1
Arabic and Persian (MA Hons) (Year 1),10,S1
Arabic and Persian (MA Hons) (Year 2),18,S1
Arabic and Persian (MA Hons) (Year 4),17,S1
Arabic and Politics (MA Hons) (Year 1),17,S1
Arabic and Politics (MA Hons) (Year 2),28,S1
Arabic and Politics (MA Hons) (Year 4),20,S1
Arabic and Social Anthropology (MA Hons) (Year 1),11,S1
Arabic and Social Anthropology (MA Hons) (Year 2),15,S1
Arabic and Social Anthropology (MA Hons) (Year 3),1,S1
Arabic and Spanish (MA Hons) (Year 1),28,S1
Arabic and Spanish (MA Hons) (Year 2),47,S1
Arabic and Spanish (MA Hons) (Year 4),29,S1
Arabic with Islamic and Middle Eastern Studies MA (Hons) (Year 1),15,S1
Arabic with Islamic and Middle Eastern Studies MA (Hons) (Year 2),18,S1
Arabic with Islamic and Middle Eastern Studies MA (Hons) (Year 4),10,S1
Archaeology (MA Hons) (Year 1),28,S1
Archaeology (MA Hons) (Year 2),29,S1
Archaeology (MA Hons) (Year 3),17,S1
Archaeology (MA Hons) (Year 4),17,S1
Archaeology (MSc) (Full-time) (Year 1),11,S1
Archaeology (MSc) (Part-time) (Year 1),9,S1
Archaeology (MSc) (Part-time) (Year 2),1,S1
Archaeology (PhD) (Part-time) - 6 Years (Year 1),1,S1
Archaeology and Ancient History MA (Hons) (Year 1),47,S1
Archaeology and Ancient History MA (Hons) (Year 2),29,S1
Archaeology and Ancient History MA (Hons) (Year 3),23,S1
Archaeology and Ancient History MA (Hons) (Year 4),12,S1
Archaeology and Social Anthropology (MA Hons) (Year 1),46,S1
Archaeology and Social Anthropology (MA Hons) (Year 2),21,S1
Archaeology and Social Anthropology (MA Hons) (Year 3),21,S1
Archaeology and Social Anthropology (MA Hons) (Year 4),19,S1
Archaeology by Distance (PHD) (Year 1),1,S1
Architectural History and Archaeology (MA Hons) (Year 1),8,S1
Architectural History and Archaeology (MA Hons) (Year 4),3,S1
Architectural History and Heritage MA(Hons) (Year 1),19,S1
Architectural History and Heritage MA(Hons) (Year 2),24,S1
Architectural History and Heritage MA(Hons) (Year 3),8,S1
Architectural History and Heritage MA(Hons) (Year 4),10,S1
Architectural and Urban Design (MSc) (Year 1),4,S1
Architecture (AHRC) (PhD) - 3.5 Years (Full-Time) (Year 1),1,S1
Architecture (BA) (Year 3),13,S1
Architecture (BA) (Year 4),6,S1
Architecture (MA Hons) (Year 1),21,S1
Architecture (MA Hons) (Year 2),38,S1
Architecture (MA Hons) (Year 3),13,S1
Architecture (MA Hons) (Year 4),34,S1
Architecture (MArch) (Year 1),4,S1
Architecture (MArch) (Year 2),4,S1
Architecture (PhD) (Full-time) (Year 1),1,S1
Architecture (PhD) (Full-time) (Year 2),1,S1
Architecture (PhD) (Part-time) (Year 4),1,S1
Architecture by Design (PhD) (Full-time) (Year 2),1,S1
"Architecture, Landscape & Environment (MSc) (Year 1)",10,S1
Art PhD - 3 Years (Full-Time) (Year 1),1,S1
Art PhD - 3 Years (Full-Time) (Year 2),16,S1
Art PhD - 3 Years (Full-Time) (Year 3),1,S1
Art by Distance (PhD) - 6 Years (Part-time) (Year 2),1,S1
Artificial Intelligence (BSc Hons) (Year 1),30,S1
Artificial Intelligence (BSc Hons) (Year 2),37,S1
Artificial Intelligence (BSc Hons) (Year 3),27,S1
Artificial Intelligence (BSc Hons) (Year 4),49,S1
Artificial Intelligence (MSc) (Full-time) (Year 1),99,S1
Artificial Intelligence (MSc) (Full-time) (Year 2),21,S1
Artificial Intelligence (MSc) (Part-time) - 2 Years (Year 1),12,S1
Artificial Intelligence and Computer Science (BSc Hons) (Year 1),69,S1
Artificial Intelligence and Computer Science (BSc Hons) (Year 2),44,S1
Artificial Intelligence and Computer Science (BSc Hons) (Year 3),66,S1
Artificial Intelligence and Computer Science (BSc Hons) (Year 4),94,S1
Artificial Intelligence and Mathematics (BSc Hons) (Year 4),6,S1
Artificial Intelligence for Biomedical Innovation (PhD with Integrated Study) (Year 1),23,S1
"Arts, Humanities and Social Science (BA) (AHSS) (BUS) - (Full-time) (Year 3)",10,S1
"Arts, Humanities and Social Science (BA) (AHSS) (ECA) - (Full-time) (Year 2)",8,S1
"Arts, Humanities and Social Science (BA) (AHSS) (ECN) - (Full-time) (Year 3)",10,S1
"Arts, Humanities and Social Science (BA) (AHSS) (HCA) - (Full-time) (Year 2)",27,S1
"Arts, Humanities and Social Science (BA) (AHSS) (HCA) - (Full-time) (Year 3)",10,S1
"Arts, Humanities and Social Science (BA) (AHSS) (LLC) - (Full-time) (Year 2)",9,S1
"Arts, Humanities and Social Science (BA) (AHSS) (LLC) - (Full-time) (Year 3)",12,S1
"Arts, Humanities and Social Science (BA) (AHSS) (PPL) - (Full-time) (Year 2)",22,S1
"Arts, Humanities and Social Science (BA) (AHSS) (PPL) - (Full-time) (Year 3)",66,S1
"Arts, Humanities and Social Science (BA) (AHSS) (SPS) - (Full-time) (Year 1)",15,S1
"Arts, Humanities and Social Science (BA) (AHSS) (SPS) - (Full-time) (Year 2)",5,S1
"Arts, Humanities and Social Science (BA) (AHSS) (SPS) - (Full-time) (Year 3)",39,S1
Astrobiology and Planetary Sciences MSc (Year 1),15,S1
Astronomy (PhD) (Full-time) (Year 1),2,S1
Astronomy (PhD) (Full-time) (Year 2),3,S1
Astronomy (PhD) (Full-time) (Year 4),6,S1
Astrophysics (BSc Hons) (Year 1),41,S1
Astrophysics (BSc Hons) (Year 2),54,S1
Astrophysics (BSc Hons) (Year 3),38,S1
Astrophysics (BSc Hons) (Year 4),27,S1
Astrophysics (MPhys) (Year 1),37,S1
Astrophysics (MPhys) (Year 2),76,S1
Astrophysics (MPhys) (Year 3),39,S1
Astrophysics (MPhys) (Year 4),38,S1
Astrophysics (MPhys) (Year 5),40,S1
Atmospheric and Environmental Sciences (PhD) (Year 1),1,S1
Atmospheric and Environmental Sciences (PhD) (Year 2),1,S1
Atmospheric and Environmental Sciences (PhD) (Year 3),1,S1
BSc Ordinary Sciences BIO (Year 1),13,S1
BSc Ordinary Sciences BIO (Year 3),10,S1
BSc Ordinary Sciences ENG (Year 3),23,S1
BSc Ordinary Sciences INF (Year 2),20,S1
BSc Ordinary Sciences INF (Year 3),17,S1
BSc Ordinary Sciences MAT (Year 3),25,S1
BSc Ordinary Sciences PHY (Year 3),22,S1
Banking Innovation and Risk Analytics (MSc) - 1 Year (Full-time) (Year 1),5,S1
Biblical Studies (MTh) (Full-time) (Year 1),9,S1
Biochemistry (BMedSci Hons) (Year 3),12,S1
Biochemistry (MSC) (Year 1),10,S1
Bioethics Law and Society (BMedSci) (Year 3),11,S1
Bioinformatics (MSc) (Year 1),19,S1
Biological Sciences (BSc Hons) (Year 1),67,S1
Biological Sciences (BSc Hons) (Year 2),82,S1
Biological Sciences (Biochemistry) (BSc Hons) (Year 2),15,S1
Biological Sciences (Biochemistry) (BSc Hons) (Year 3),65,S1
Biological Sciences (Biochemistry) (BSc Hons) (Year 4),19,S1
Biological Sciences (Biotechnology) (BSc Hons) (Year 3),63,S1
Biological Sciences (Biotechnology) (BSc Hons) (Year 4),16,S1
Biological Sciences (Biotechnology) with Management (BSc Hons) (Year 3),13,S1
Biological Sciences (Biotechnology) with Management (BSc Hons) (Year 4),8,S1
Biological Sciences (Cell Biology) (BSc Hons) (Year 3),20,S1
Biological Sciences (Cell Biology) (BSc Hons) (Year 4),17,S1
"Biological Sciences (Development, Regeneration and Stem Cells) (BSc Hons) (Year 3)",70,S1
"Biological Sciences (Development, Regeneration and Stem Cells) (BSc Hons) (Year 4)",14,S1
Biological Sciences (Ecology) (BSc Hons) (Year 3),18,S1
Biological Sciences (Ecology) (BSc Hons) (Year 4),23,S1
Biological Sciences (Evolutionary Biology) (BSc Hons) (Year 3),23,S1
Biological Sciences (Evolutionary Biology) (BSc Hons) (Year 4),22,S1
Biological Sciences (Genetics) (BSc Hons) (Year 3),42,S1
Biological Sciences (Genetics) (BSc Hons) (Year 4),16,S1
Biological Sciences (Genetics) with Management (BSc Hons) (Year 3),10,S1
Biological Sciences (Immunology) (BSc Hons) (Year 3),63,S1
Biological Sciences (Immunology) (BSc Hons) (Year 4),15,S1
Biological Sciences (Immunology) with Management (BSc Hons) (Year 3),21,S1
Biological Sciences (Immunology) with Management (BSc Hons) (Year 4),12,S1
Biological Sciences (Molecular Biology) (BSc Hons) (Year 2),11,S1
Biological Sciences (Molecular Biology) (BSc Hons) (Year 3),25,S1
Biological Sciences (Molecular Biology) (BSc Hons) (Year 4),18,S1
Biological Sciences (Molecular Genetics) (BSc Hons) (Year 3),46,S1
Biological Sciences (Molecular Genetics) (BSc Hons) (Year 4),15,S1
Biological Sciences (Molecular Genetics) with Management (BSc Hons) (Year 3),13,S1
Biological Sciences (PhD) - 3 Years (Full-time) (Year 1),8,S1
Biological Sciences (PhD) - 3 Years (Full-time) (Year 2),3,S1
Biological Sciences (Plant Science) (BSc Hons) (Year 2),12,S1
Biological Sciences (Plant Science) (BSc Hons) (Year 3),37,S1
Biological Sciences (Plant Science) (BSc Hons) (Year 4),12,S1
Biological Sciences (Zoology) (BSc Hons) (Year 2),26,S1
Biological Sciences (Zoology) (BSc Hons) (Year 3),36,S1
Biological Sciences (Zoology) (BSc Hons) (Year 4),20,S1
Biological Sciences (with Internship) (PhD) - 3 Years (Full-time) (Year 1),9,S1
Biological Sciences (with Internship) (PhD) - 3 Years (Full-time) (Year 2),5,S1
Biological Sciences with Management (BSc Hons) (Year 1),10,S1
Biological Sciences with Management (BSc Hons) (Year 2),18,S1
Biomedical Artificial Intelligence (PhD) - 3 Years (Full-Time) (Year 1),2,S1
Biomedical Artificial Intelligence (PhD) - 3 Years (Full-Time) (Year 4),1,S1
Biomedical Science (Professional Practice) (BSc Hons) (Year 1),3,S1
Biomedical Science (Professional Practice) (BSc Hons) (Year 2),4,S1
Biomedical Science (Professional Practice) (BSc Hons) (Year 4),2,S1
Biomedical Sciences (BMedSci Hons) (Year 3),14,S1
Biomedical Sciences (Life Sciences) (MSc by Research) (Year 1),2,S1
Biomedical Sciences BSc (Hons) (Year 1),45,S1
Biomedical Sciences BSc (Hons) (Year 2),101,S1
Biomedical Sciences BSc (Hons) (Year 3),83,S1
Biomedical Sciences BSc (Hons) (Year 4),64,S1
Biomedical Sciences BSc (VetSci) (Hons) - 1 Year (Intercalation) (Year 1),3,S1
Biomedical Sciences BSc(O) (Year 3),4,S1
Biomedical and Health Applications of Data Science (BMedSci) (External Intercalation) (Year 1),4,S1
Biomedical and Health Applications of Data Science (BMedSci) (Internal Intercalation) (Year 3),15,S1
Biomedical and Health Applications of Data Science BSc (Hons) (Year 4),17,S1
Biotechnology (MSc) (Year 1),16,S1
Business Analytics (MSc) - 1 Year (Full-time) (Year 1),8,S1
Business Economics (PhD) (Year 2),2,S1
Business Management MA (Hons) (Year 1),50,S1
Business Management MA (Hons) (Year 2),123,S1
Business Management MA (Hons) (Year 3),104,S1
Business Management MA (Hons) (Year 4),71,S1
Business and Economics MA (Hons) (Year 1),34,S1
Business and Economics MA (Hons) (Year 2),45,S1
Business and Economics MA (Hons) (Year 3),15,S1
Business and Economics MA (Hons) (Year 4),55,S1
Business and Geography MA (Hons) (Year 3),22,S1
Business and Geography MA (Hons) (Year 4),24,S1
Business and Law MA (Hons) (Year 1),7,S1
Business and Law MA (Hons) (Year 2),37,S1
Business and Law MA (Hons) (Year 3),29,S1
Business and Law MA (Hons) (Year 4),17,S1
Business with Decision Analytics MA (Hons) (Year 2),19,S1
Business with Decision Analytics MA (Hons) (Year 3),20,S1
Business with Decision Analytics MA (Hons) (Year 4),30,S1
