scenario,student_id,programme,n_scheduled_events,clash_count,has_clash,days_considered,free_lunch_days,has_majority_lunch
S1,Student06895,Economics (MA Hons) (Year 4),5,0,0,3,2,1
S1,Student06896,Mechanical Engineering (MEng Hons) (Year 4),12,6,1,5,3,1
S1,Student06897,Economics (MA Hons) (Year 3),8,2,1,4,2,0
S1,Student06898,Business Management MA (Hons) (Year 4),5,0,0,3,1,0
S1,Student06899,Economics (MA Hons) (Year 4),4,0,0,3,1,0
S1,Student06900,Accounting and Finance (MA Hons) (Year 4),4,0,0,3,2,1
S1,Student06901,Social Policy and Sociology (MA Hons) (Year 4),3,0,0,3,2,1
S1,Student06902,Theoretical Physics (MPhys) (Year 4),17,10,1,5,4,1
S1,Student06903,Economics (MA Hons) (Year 4),5,0,0,3,1,0
S1,Student06904,Philosophy (MA Hons) (Year 4),1,0,0,1,1,1
S1,Student06905,History (MA Hons) (Year 4),2,0,0,2,1,0
S1,Student06906,Psychology (BSc Hons) - 4 Years (Full-time) (Year 4),5,0,0,3,2,1
S1,Student06907,Electronics and Computer Science (MEng Hons) (Year 4),13,5,1,5,2,0
S1,Student06908,Geology (MEarthSci) (Year 4),3,1,1,1,0,0
S1,Student06909,"Arts, Humanities and Social Science (BA) (AHSS) (SPS) - (Full-time) (Year 2)",2,0,0,2,2,1
S1,Student06910,Nursing (BN) (Year 4),9,8,1,3,1,0
S1,Student06911,Architecture (MA Hons) (Year 4),4,1,1,3,2,1
S1,Student06912,International Business (MA Hons) (Year 4),5,0,0,3,0,0
S1,Student06913,International Business with Spanish MA (Hons) (Year 4),6,0,0,4,0,0
S1,Student06914,Medical Sciences (BSc Hons) (Year 4),9,5,1,5,5,1
S1,Student06915,Physical Education MA (Hons) (Year 4),7,5,1,2,2,1
S1,Student06916,History and Politics (MA Hons) (Year 4),2,0,0,2,2,1
S1,Student06917,Biomedical Sciences BSc (Hons) (Year 3),8,4,1,4,3,1
S1,Student06918,Business with Marketing MA (Hons) (Year 4),4,0,0,3,2,1
S1,Student06919,Social Anthropology (MA Hons) (Year 4),5,1,1,2,0,0
S1,Student06920,Biological Sciences (Molecular Genetics) (BSc Hons) (Year 4),9,4,1,5,4,1
S1,Student06921,International Relations (MA Hons) (Year 4),2,0,0,2,1,0
S1,Student06922,Law and Spanish (LLB Hons) (Year 4),4,0,0,3,0,0
S1,Student06923,French and Spanish (MA Hons) (Year 4),8,1,1,5,2,0
S1,Student06924,Geography (MA Hons) (Year 4),2,0,0,2,2,1
S1,Student06925,Informatics (MInf) (Year 4),13,3,1,4,3,1
S1,Student06926,French and German (MA Hons) (Year 4),7,2,1,3,1,0
S1,Student06927,Electronics and Computer Science (MEng Hons) (Year 4),17,5,1,5,2,0
S1,Student06928,Ancient and Medieval History (MA Hons) (Year 4),2,0,0,2,1,0
S1,Student06929,"Arts, Humanities and Social Science (BA) (AHSS) (LLC) - (Full-time) (Year 3)",1,0,0,1,0,0
S1,Student06930,Architecture (MA Hons) (Year 4),5,1,1,4,4,1
S1,Student06931,Astrophysics (MPhys) (Year 4),14,8,1,5,3,1
S1,Student06932,Computer Science (BSc Hons) (Year 4),6,1,1,3,2,1
S1,Student06933,Graphic Design (BA Hons) (Year 4),2,0,0,2,2,1
S1,Student06934,Computer Science (BSc Hons) (Year 4),9,0,0,5,2,0
S1,Student06935,Neuroscience BSc (Hons) (Year 4),5,3,1,3,1,0
S1,Student06936,History (MA Hons) (Year 3),4,0,0,3,3,1
S1,Student06937,History and Politics (MA Hons) (Year 4),3,0,0,2,2,1
S1,Student06938,Chinese (MA Hons) (Year 4),10,3,1,4,1,0
S1,Student06939,Physical Education MA (Hons) (Year 4),6,4,1,2,2,1
S1,Student06940,History and Classics (MA Hons) (Year 4),2,0,0,2,1,0
S1,Student06941,Archaeology (MA Hons) (Year 4),3,1,1,2,1,0
S1,Student06942,Philosophy and Psychology (MA Hons) (Year 4),3,1,1,2,2,1
S1,Student06944,Social Anthropology (MA Hons) (Year 4),5,1,1,3,1,0
S1,Student06945,Physics (BSc Hons) (Year 2),14,5,1,5,1,0
S1,Student06946,Animation (BA Hons) (Year 1),3,0,0,2,0,0
S1,Student06947,International Business with Chinese MA (Hons) (Year 4),6,3,1,4,2,0
S1,Student06948,Business Management MA (Hons) (Year 4),5,0,0,3,0,0
S1,Student06949,Business Management MA (Hons) (Year 4),8,3,1,4,0,0
S1,Student06950,Electrical and Mechanical Engineering (MEng Hons) (Year 4),13,8,1,3,0,0
S1,Student06951,Computer Science (BSc Hons) (Year 4),8,1,1,4,3,1
S1,Student06952,Geography (BSc Hons) (Year 4),2,0,0,2,2,1
S1,Student06953,Environmental Geoscience (BSc Hons) (Year 4),4,1,1,2,1,0
S1,Student06954,Architecture (MA Hons) (Year 3),9,5,1,3,2,1
S1,Student06955,Psychology and Business MA (Hons) (Year 4),4,1,1,3,2,1
S1,Student06956,Electronics and Computer Science (BEng Hons) (Year 4),7,2,1,3,1,0
S1,Student06957,Business Management MA (Hons) (Year 4),5,0,0,3,0,0
S1,Student06958,Business with Human Resource Management MA (Hons) (Year 4),5,0,0,3,0,0
S1,Student06959,Law (LLB Hons) (Year 4),2,0,0,2,0,0
S1,Student06960,Physics (MPhys) (Year 4),18,9,1,5,2,0
S1,Student06961,Physical Education MA (Hons) (Year 4),9,6,1,2,1,0
S1,Student06962,Social Anthropology (MA Hons) (Year 4),5,1,1,2,0,0
S1,Student06963,Sociology and Politics (MA Hons) (Year 4),2,0,0,2,1,0
S1,Student06964,Health in Social Science MA(Hons) - 4 Years (Full-Time (Year 4),6,0,0,4,3,1
S1,Student06965,Business Management MA (Hons) (Year 4),5,0,0,2,0,0
S1,Student06966,Physics (MPhys) (Year 4),20,17,1,5,2,0
S1,Student06967,Physical Education MA (Hons) (Year 4),7,5,1,2,2,1
S1,Student06968,Global Law LLB (Hons) (Year 1),6,0,0,5,1,0
S1,Student06969,Product Design (BA Hons) (Year 3),3,0,0,3,2,1
S1,Student06970,International Business with German MA (Hons) (Year 4),4,0,0,4,1,0
S1,Student06971,Theology MA(Hons) (Year 3),6,2,1,4,3,1
S1,Student06972,Biological Sciences (Immunology) (BSc Hons) (Year 4),13,9,1,4,2,0
S1,Student06973,Biomedical Sciences BSc (Hons) (Year 4),5,0,0,5,5,1
S1,Student06974,Sport and Recreation Management (BSc Hons) (Year 4),7,3,1,4,0,0
S1,Student06975,Sport and Recreation Management (BSc Hons) (Year 4),7,3,1,4,0,0
S1,Student06976,Psychology (BSc Hons) - 4 Years (Full-time) (Year 4),5,1,1,3,2,1
S1,Student06977,Social Policy and Politics (MA Hons) (Year 4),2,0,0,2,2,1
S1,Student06978,Geography (MA Hons) (Year 4),2,0,0,2,0,0
S1,Student06979,Biomedical Sciences BSc (Hons) (Year 4),3,0,0,3,3,1
S1,Student06980,Philosophy (MA Hons) (Year 4),3,0,0,2,1,0
S1,Student06981,Nursing (BN) (Year 4),8,8,1,2,1,0
S1,Student06982,English Literature (MA Hons) (Year 4),2,0,0,2,1,0
S1,Student06983,Scottish Literature (MA Hons) (Year 3),3,0,0,2,2,1
S1,Student06984,Counselling Studies (PhD) (Full-time (Year 1),2,0,0,2,1,0
S1,Student06985,French (MA Hons) (Year 4),7,1,1,4,1,0
S1,Student06986,Theoretical Physics (BSc Hons) (Year 4),20,12,1,5,1,0
S1,Student06987,Russian Studies (MA Hons) (Year 4),13,16,1,4,1,0
S1,Student06988,Computer Science (BSc Hons) (Year 4),8,1,1,5,3,1
S1,Student06989,Business Management MA (Hons) (Year 4),6,2,1,4,3,1
S1,Student06990,International Law (LLM) (Full-time) (Year 1),3,0,0,3,2,1
S1,Student06991,Pharmacology BSc (Hons) (Year 4),8,4,1,5,5,1
S1,Student06992,Architecture (MA Hons) (Year 4),4,1,1,2,2,1
S1,Student06993,Economics (MA Hons) (Year 4),6,0,0,4,3,1
S1,Student06994,Medical Sciences (BSc Hons) (Year 4),7,2,1,5,5,1
S1,Student06995,Mathematics and Business BSc (Hons) (Year 3),12,7,1,4,4,1
S1,Student06996,Biological Sciences (Zoology) (BSc Hons) (Year 3),5,1,1,2,0,0
S1,Student06997,Biomedical Sciences BSc (Hons) (Year 4),10,9,1,3,1,0
S1,Student06998,Law (LLB Hons) (Year 4),2,0,0,2,2,1
S1,Student06999,Chemistry (MChem) (Year 4),8,0,0,4,3,1
S1,Student07000,Sport and Recreation Management (BSc Hons) (Year 4),7,3,1,4,0,0
S1,Student07001,Ancient History (MA Hons) (Year 4),4,1,1,3,2,1
S1,Student07002,Civil Engineering (MEng Hons) (Year 4),5,0,0,4,3,1
S1,Student07003,Psychology (BSc Hons) - 4 Years (Full-time) (Year 3),6,1,1,4,4,1
S1,Student07004,Economics with Finance (MA Hons) (Year 4),4,0,0,3,1,0
S1,Student07005,Nursing (BN) (Year 4),9,8,1,3,1,0
S1,Student07006,Accounting and Finance (MA Hons) (Year 4),4,0,0,4,3,1
S1,Student07007,Biological Sciences (Evolutionary Biology) (BSc Hons) (Year 4),8,2,1,5,2,0
S1,Student07008,Physical Education MA (Hons) (Year 4),6,2,1,2,1,0
S1,Student07009,Graphic Design (BA Hons) (Year 4),1,0,0,1,1,1
S1,Student07010,Physics (MPhys) (Year 4),21,15,1,5,2,0
S1,Student07011,Informatics (MInf) (Year 4),10,1,1,5,2,0
S1,Student07012,English Literature (MA Hons) (Year 3),4,0,0,3,2,1
S1,Student07013,Social Anthropology (MA Hons) (Year 4),4,1,1,3,1,0
S1,Student07014,Spanish and History of Art (MA Hons) (Year 4),4,0,0,4,2,0
S1,Student07015,Geography (MA Hons) (Year 3),5,0,0,2,2,1
S1,Student07016,Philosophy (MA Hons) (Year 4),3,0,0,3,3,1
S1,Student07017,Architecture (MA Hons) (Year 4),5,1,1,4,4,1
S1,Student07018,Painting BA (Hons) (Year 4),11,9,1,4,3,1
S1,Student07019,History and Economics MA (Hons) (Year 4),6,3,1,3,1,0
S1,Student07020,International Business (MA Hons) (Year 4),5,0,0,3,1,0
S1,Student07021,Sociology (MA Hons) (Year 4),2,0,0,2,1,0
S1,Student07022,Philosophy and Politics (MA Hons) (Year 4),4,0,0,3,3,1
S1,Student07023,History and Politics (MA Hons) (Year 4),1,0,0,1,1,1
S1,Student07024,Design for Change (MA (ECA)) - 1 Year (Full-time) (Year 1),2,0,0,2,2,1
S1,Student07025,English Literature and Classics (MA Hons) (Year 3),3,0,0,2,2,1
S1,Student07026,Economics with Finance (MA Hons) (Year 4),4,0,0,3,2,1
S1,Student07027,Environmental Geoscience (BSc Hons) (Year 3),18,11,1,5,0,0
S1,Student07028,English Literature (MA Hons) (Year 3),4,0,0,2,1,0
S1,Student07029,Biological Sciences (Cell Biology) (BSc Hons) (Year 4),10,5,1,5,3,1
S1,Student07030,Geology (BSc Hons) (Year 4),2,0,0,2,1,0
S1,Student07031,Architecture (MA Hons) (Year 4),4,1,1,3,2,1
S1,Student07033,Ecological and Environmental Sciences with Management (BSc Hons) (Year 4),4,3,1,2,2,1
S1,Student07034,Mathematics and Statistics (BSc Hons) (Year 4),6,0,0,3,2,1
S1,Student07035,Spanish (MA Hons) (Year 4),4,0,0,4,2,0
S1,Student07036,Business with Enterprise and Innovation MA (Hons) (Year 3),5,0,0,2,1,0
S1,Student07037,Psychology (BSc Hons) - 4 Years (Full-time) (Year 4),4,0,0,3,2,1
S1,Student07038,Politics (MA Hons) (Year 4),1,0,0,1,0,0
S1,Student07039,Illustration (BA Hons) (Year 3),4,1,1,3,2,1
S1,Student07040,Environmental Geoscience (BSc Hons) (Year 4),4,1,1,2,1,0
S1,Student07041,International Relations (MA Hons) (Year 4),3,0,0,2,1,0
S1,Student07042,Politics (MA Hons) (Year 4),1,0,0,1,1,1
S1,Student07043,MA (Hons) in Primary Education with Gaelic (Learners) (Year 2),11,0,0,5,2,0
S1,Student07044,Finance and Business MA (Hons) (Year 4),5,0,0,3,1,0
S1,Student07045,Finance and Business MA (Hons) (Year 2),9,0,0,5,3,1
S1,Student07046,Physical Education MA (Hons) (Year 4),9,6,1,2,1,0
S1,Student07047,Religious Studies and English Literature (MA Hons) (Year 3),2,0,0,1,0,0
S1,Student07048,Applied Sport Science (BSc Hons) (Year 4),8,6,1,4,4,1
S1,Student07049,Music (BMus) (Year 4),3,1,1,2,1,0
S1,Student07050,Architecture (MA Hons) (Year 4),10,6,1,3,2,1
S1,Student07051,History of Art (MA Hons) (Year 4),2,0,0,2,1,0
S1,Student07052,Chemistry (BSc Hons) (Year 4),6,0,0,5,4,1
S1,Student07053,International Relations and International Law (MA Hons) (Year 4),1,0,0,1,0,0
S1,Student07054,Ancient and Medieval History (MA Hons) (Year 4),2,0,0,2,1,0
S1,Student07055,"Politics, Philosophy and Economics MA (Hons) (Year 3)",8,3,1,3,1,0
S1,Student07056,Photography BA (Hons) (Year 4),11,9,1,4,3,1
S1,Student07057,Biological Sciences (Zoology) (BSc Hons) (Year 4),9,2,1,5,0,0
S1,Student07058,Sociology (MA Hons) (Year 4),1,0,0,1,1,1
