scenario,student_id,programme,n_scheduled_events,clash_count,has_clash,days_considered,free_lunch_days,has_majority_lunch
S1,Student24134,Arabic and Persian (MA Hons) (Year 1),4,0,0,4,4,1
S1,Student24135,Contemporary Art Theory (MA (eca)) (Year 1),1,0,0,1,1,1
S1,Student24136,Global Mental Health and Society (MSc) - 1 Year (Full-time) (Year 1),4,1,1,3,2,1
S1,Student24137,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),12,13,1,4,0,0
S1,Student24138,Computer Science (MSc) (Full-time) (Year 1),5,0,0,4,3,1
S1,Student24139,"Intermediality: Literature, Film and the Arts in Dialogue (MSc) - 1 Year (Full-Time) (Year 1)",3,1,1,1,0,0
S1,Student24140,Graphic Design (MA (eca)) (Year 1),4,0,0,2,0,0
S1,Student24141,Economics (Econometrics) (MSC) - 1 Year (Full-time) (Year 1),8,0,0,5,0,0
S1,Student24142,Sustainable Energy Systems (MSc) (Year 1),3,0,0,3,2,1
S1,Student24143,"Sport Policy, Management and International Development (MSC) (Year 1)",1,0,0,1,1,1
S1,Student24144,Contemporary Art Theory (MA (eca)) (Year 1),1,0,0,1,1,1
S1,Student24145,Philosophy and Psychology (MA Hons) (Year 1),5,0,0,4,4,1
S1,Student24146,Financial Modelling and Optimization (MSc) (Full-time) (Year 1),7,2,1,2,1,0
S1,Student24147,"Film, Exhibition and Curation (MSc) (Full-time) (Year 1)",4,0,0,3,2,1
S1,Student24148,Sustainable Energy Systems (MSc) (Year 1),3,0,0,3,2,1
S1,Student24149,"History of Art, Theory and Display (MSc) (Full-time) (Year 1)",4,0,0,4,4,1
S1,Student24150,Business and Economics MA (Hons) (Year 1),7,1,1,4,2,0
S1,Student24151,Mechanical Engineering (MEng Hons) (Year 1),3,0,0,2,1,0
S1,Student24152,"Film, Exhibition and Curation (MSc) (Full-time) (Year 1)",2,0,0,1,0,0
S1,Student24153,Data Science (MSc) (Full-time) (Year 1),7,1,1,4,2,0
S1,Student24154,"Sport Policy, Management and International Development (MSC) (Year 1)",4,1,1,2,2,1
S1,Student24155,Primary Education PGDE (Year 1),22,13,1,4,1,0
S1,Student24156,Criminology and Criminal Justice (MSc) (Full-time) (Year 1),4,0,0,3,0,0
S1,Student24157,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),11,7,1,4,2,0
S1,Student24158,Dance Science and Education (MSc) (Full-time) (Year 1),9,1,1,4,1,0
S1,Student24160,Economics (MSc) (Full-time) (Year 1),8,0,0,5,0,0
S1,Student24161,"Sport Policy, Management and International Development (MSC) (Year 1)",3,0,0,2,2,1
S1,Student24162,Carbon Management (MSC) (Year 1),3,0,0,3,1,0
S1,Student24163,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),10,6,1,4,2,0
S1,Student24164,Geographical Information Science (MSc) (Full-time) (Year 1),7,2,1,3,1,0
S1,Student24165,Artificial Intelligence and Computer Science (BSc Hons) (Year 1),20,1,1,5,1,0
S1,Student24166,Archaeology (MA Hons) (Year 1),5,0,0,4,2,0
S1,Student24167,Economics and Statistics (MA Hons) (Year 1),8,1,1,5,4,1
S1,Student24168,Business Management MA (Hons) (Year 1),5,3,1,3,2,1
S1,Student24169,Electronics and Electrical Engineering (MEng Hons) (Year 1),6,1,1,4,2,0
S1,Student24170,Literature and Modernity: 1900 to the Present (MSc) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24171,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),10,6,1,4,2,0
S1,Student24172,"Sport Policy, Management and International Development (MSC) (Year 1)",3,0,0,2,2,1
S1,Student24173,Banking Innovation and Risk Analytics (MSc) - 1 Year (Full-time) (Year 1),3,0,0,3,3,1
S1,Student24174,Contemporary Art Theory (MA (eca)) (Year 1),1,0,0,1,1,1
S1,Student24175,Education (MSc) (Full-time) (Year 1),5,1,1,4,3,1
S1,Student24176,Biological Sciences (BSc Hons) (Year 1),6,1,1,3,0,0
S1,Student24177,Mental Health in Children and Young People: Psychological Approaches (MSc) - 1 Year (Full-time) (Year 1),2,0,0,2,1,0
S1,Student24178,Social Research (MSc) (Full-time) (Year 1),2,0,0,2,2,1
S1,Student24179,Digital Design and Manufacture (MSc) - 1 Year (Full-time) (Year 1),5,0,0,4,2,0
S1,Student24180,Language Education (MSc) - 1 Year (Full-time) (Year 1),14,6,1,4,1,0
S1,Student24181,Film Studies (MSc) (Full-time) (Year 1),7,1,1,4,2,0
S1,Student24182,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),12,13,1,4,0,0
S1,Student24183,Carbon Management (MSC) (Year 1),3,0,0,3,1,0
S1,Student24184,Illustration (MA (eca)) (Year 1),2,0,0,2,2,1
S1,Student24185,Contemporary Art Practice (MA (eca)) (Year 1),1,0,0,1,1,1
S1,Student24186,Geography (MA Hons) (Year 1),6,1,1,4,2,0
S1,Student24187,Economics and Mathematics (MA Hons) (Year 1),7,1,1,4,3,1
S1,Student24188,Mathematics and Business BSc (Hons) (Year 1),3,0,0,3,3,1
S1,Student24189,Global Mental Health and Society (MSc) - 1 Year (Full-time) (Year 1),5,1,1,4,2,0
S1,Student24191,Intellectual Property Law (LLM) (Full-time) (Year 1),4,0,0,4,2,0
S1,Student24192,Physical Activity for Health (MSc) - 1 Year (Full-time) (Year 1),6,2,1,3,0,0
S1,Student24193,International Development (MSc) (Full-time) (Year 1),1,0,0,1,0,0
S1,Student24194,Electrical Power Engineering (MSc) - 1 Year (Full-time) (Year 1),10,5,1,4,2,0
S1,Student24195,Business and Law MA (Hons) (Year 1),5,0,0,3,2,1
S1,Student24196,International Human Resource Management (MSc) (Year 1),5,0,0,3,0,0
S1,Student24197,International Law (LLM) (Full-time) (Year 1),4,1,1,3,2,1
S1,Student24198,Physics (BSc Hons) (Year 2),16,6,1,5,2,0
S1,Student24199,Education (MSc) (Full-time) (Year 1),4,0,0,3,2,1
S1,Student24200,Finance and Business MA (Hons) (Year 1),6,1,1,5,3,1
S1,Student24201,Data Science (MSc) (Full-time) (Year 1),7,0,0,4,1,0
S1,Student24202,Software Engineering (BEng Hons) (Year 1),18,0,0,5,1,0
S1,Student24203,International Relations (MA Hons) (Year 1),3,0,0,3,0,0
S1,Student24204,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),10,6,1,4,2,0
S1,Student24205,"Film, Exhibition and Curation (MSc) (Full-time) (Year 1)",3,0,0,3,2,1
S1,Student24206,Interdisciplinary Futures (MA) (Year 1),3,0,0,3,1,0
S1,Student24207,History of Art (MA Hons) (Year 1),4,1,1,3,2,1
S1,Student24208,"Film, Exhibition and Curation (MSc) (Full-time) (Year 1)",2,0,0,1,0,0
S1,Student24209,"Film, Exhibition and Curation (MSc) (Full-time) (Year 1)",3,0,0,2,1,0
S1,Student24210,Advanced Nursing (MSc) - 1 Year (Full-time) (Year 1),4,0,0,2,2,1
S1,Student24211,Physical Activity for Health (MSc) - 1 Year (Full-time) (Year 1),6,2,1,3,0,0
S1,Student24212,"Architecture, Landscape & Environment (MSc) (Year 1)",3,0,0,3,3,1
S1,Student24213,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),11,7,1,4,2,0
S1,Student24214,"Film, Exhibition and Curation (MSc) (Full-time) (Year 1)",2,0,0,1,0,0
S1,Student24215,Sociology (MA Hons) (Year 1),4,0,0,3,1,0
S1,Student24216,Mathematics and Statistics (BSc Hons) (Year 1),4,0,0,4,4,1
S1,Student24217,Business and Economics MA (Hons) (Year 1),6,1,1,3,2,1
S1,Student24218,International Business (MA Hons) (Year 1),5,1,1,4,2,0
S1,Student24220,Electronics (MSc) (Year 1),4,0,0,3,2,1
S1,Student24221,Film Studies (MSc) (Full-time) (Year 1),6,0,0,4,2,0
S1,Student24222,Dance Science and Education (MSc) (Full-time) (Year 1),9,1,1,4,1,0
S1,Student24223,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),9,7,1,4,2,0
S1,Student24224,Geoenergy (MSc) - 1 Year (Full-Time) (Year 1),11,7,1,5,3,1
S1,Student24225,Dance Science and Education (MSc) (Full-time) (Year 1),8,0,0,4,2,0
S1,Student24226,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),11,11,1,5,1,0
S1,Student24227,Digital Sociology (MSc) - 1 Year (Full-Time) (Year 1),1,0,0,1,0,0
S1,Student24228,Biomedical Sciences BSc (Hons) (Year 1),4,0,0,4,3,1
S1,Student24229,Chemical Engineering (BEng Hons) (Year 1),9,3,1,5,3,1
S1,Student24231,Economics (Finance) (MSc) (Full-time) (Year 1),8,0,0,5,0,0
S1,Student24232,Chemistry (BSc Hons) (Year 1),11,1,1,5,3,1
S1,Student24233,Economics and Mathematics (MA Hons) (Year 1),8,1,1,4,2,0
S1,Student24234,"Sport Policy, Management and International Development (MSC) (Year 1)",3,0,0,2,2,1
S1,Student24235,Sound Design (MSc) (Full-time) (Year 1),2,0,0,2,1,0
S1,Student24236,"Film, Exhibition and Curation (MSc) (Full-time) (Year 1)",4,0,0,3,2,1
S1,Student24237,Applied Environmental Hydrogeology (MSc) - 1 Year (Full-Time) (Year 1),8,3,1,4,2,0
S1,Student24238,"Sport Policy, Management and International Development (MSC) (Year 1)",3,0,0,2,2,1
S1,Student24239,Chemistry (MChem) (Year 1),11,1,1,5,3,1
S1,Student24240,"Film, Exhibition and Curation (MSc) (Full-time) (Year 1)",3,0,0,2,1,0
S1,Student24241,Statistics and Operational Research (MSc) (Full-time) (Year 1),2,0,0,2,1,0
S1,Student24242,Contemporary Art Theory (MA (eca)) (Year 1),1,0,0,1,1,1
S1,Student24243,Divinity and Classics (MA Hons) (Year 1),7,0,0,4,4,1
S1,Student24244,"Literature and Society: Enlightenment, Romantic and Victorian (MSc) (Full-time) (Year 1)",1,0,0,1,1,1
S1,Student24245,Physics (BSc Hons) (Year 1),3,0,0,2,1,0
S1,Student24246,Finance (MSc) - 1 Year (Full-time) (Year 1),2,0,0,1,1,1
S1,Student24247,Contemporary Art Theory (MA (eca)) (Year 1),1,0,0,1,1,1
S1,Student24248,Economics (Finance) (MSc) (Full-time) (Year 1),8,0,0,5,0,0
S1,Student24249,Spanish (MA Hons) (Year 1),6,0,0,3,2,1
S1,Student24250,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),12,11,1,4,1,0
S1,Student24251,Electronics and Electrical Engineering (BEng Hons) (Year 1),6,0,0,4,2,0
S1,Student24252,Accounting and Finance (MSc) (Year 1),1,0,0,1,1,1
S1,Student24253,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),10,10,1,5,2,0
S1,Student24254,Social Anthropology (MSc) (Full-time) (Year 1),2,0,0,2,1,0
S1,Student24255,Evolution of Language and Cognition (MSc) (Part-time) (Year 1),2,0,0,2,0,0
S1,Student24256,Geoenergy (MSc) - 1 Year (Full-Time) (Year 1),11,7,1,5,3,1
S1,Student24257,History (MA Hons) (Year 1),7,0,0,5,4,1
S1,Student24258,Education (MSc) (Full-time) (Year 1),4,0,0,4,3,1
S1,Student24259,Acoustics and Music Technology (MSc) (Full-time) (Year 1),2,0,0,2,2,1
S1,Student24260,Mathematics (MMath Hons) (Year 1),9,1,1,4,2,0
S1,Student24261,History (MA Hons) (Year 1),7,0,0,5,3,1
S1,Student24262,English Literature (MA Hons) (Year 1),7,2,1,3,2,1
S1,Student24263,Global Health Policy (MSc) - 1 Year (Year 1),6,2,1,3,2,1
S1,Student24264,Biotechnology (MSc) (Year 1),2,0,0,1,0,0
S1,Student24265,Biomedical Sciences BSc (Hons) (Year 1),3,0,0,2,2,1
S1,Student24266,Sport Management (BSc Hons) (Year 1),3,0,0,3,2,1
S1,Student24267,International Relations (MA Hons) (Year 1),8,1,1,5,1,0
S1,Student24268,Sound Design (MSc) (Full-time) (Year 1),4,0,0,2,0,0
S1,Student24269,History of Art (MA Hons) (Year 1),6,1,1,4,3,1
S1,Student24270,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),9,10,1,3,1,0
S1,Student24271,International Relations (MSc) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24272,Artificial Intelligence (MSc) (Full-time) (Year 1),8,0,0,3,1,0
S1,Student24273,"Intermediality: Literature, Film and the Arts in Dialogue (MSc) - 1 Year (Full-Time) (Year 1)",3,1,1,2,2,1
S1,Student24274,International Business (MA Hons) (Year 1),2,0,0,1,0,0
S1,Student24275,Education (MSc) (Full-time) (Year 1),3,0,0,2,2,1
S1,Student24276,Banking Innovation and Risk Analytics (MSc) - 1 Year (Full-time) (Year 1),3,0,0,3,3,1
S1,Student24277,International Law (LLM) (Full-time) (Year 1),3,0,0,3,2,1
S1,Student24278,Operational Research with Computational Optimization (MSc) (Full-time) (Year 1),6,3,1,4,3,1
S1,Student24279,International Banking Law and Finance (LLM) (Full-time) (Year 1),2,0,0,2,2,1
S1,Student24280,Digital Sociology (MSc) - 1 Year (Full-Time) (Year 1),1,0,0,1,0,0
S1,Student24281,"Sport Policy, Management and International Development (MSC) (Year 1)",3,0,0,2,2,1
S1,Student24283,"Architecture, Landscape & Environment (MSc) (Year 1)",6,3,1,3,2,1
S1,Student24284,International Law (LLM) (Full-time) (Year 1),4,1,1,2,1,0
S1,Student24285,International Development (MSc) (Full-time) (Year 1),3,0,0,2,1,0
S1,Student24286,Advanced Technology for Financial Computing (MSc) - 1 Year (Full-Time) (Year 1),6,0,0,4,1,0
S1,Student24287,Counselling Studies (MSc) (Full-time) (Year 1),17,51,1,2,1,0
S1,Student24288,Science and Technology in Society (MSc) (Full-time) (Year 1),3,1,1,2,1,0
S1,Student24289,Creative Industries (MSc) - 1 Year (Full-time) (Year 1),15,17,1,4,2,0
S1,Student24290,"Sport Policy, Management and International Development (MSC) (Year 1)",1,0,0,1,1,1
S1,Student24291,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),9,10,1,3,1,0
S1,Student24292,History (MA Hons) (Year 1),7,0,0,5,4,1
S1,Student24293,Digital Sociology (MSc) - 1 Year (Full-Time) (Year 1),3,0,0,2,1,0
S1,Student24294,Statistics with Data Science (MSc) (Year 1),4,0,0,3,3,1
S1,Student24295,Education (Early Childhood Practice and Froebel) (MSc) - 1 Year (Full-time) (Year 1),6,1,1,3,2,1
S1,Student24296,Commercial Law (LLM) (Full-time) (Year 1),3,0,0,3,3,1
S1,Student24297,Commercial Law (LLM) (Full-time) (Year 1),1,0,0,1,0,0
S1,Student24298,Translation Studies (MSc) (Full-time) (Year 1),7,0,0,4,2,0
S1,Student24299,Computer Science (MSc) (Full-time) (Year 1),8,1,1,4,4,1
S1,Student24300,"Sport Policy, Management and International Development (MSC) (Year 1)",3,0,0,2,2,1
S1,Student24301,Artificial Intelligence (MSc) (Full-time) (Year 1),10,2,1,5,4,1
S1,Student24302,Digital Sociology (MSc) - 1 Year (Full-Time) (Year 1),3,0,0,2,1,0
S1,Student24305,Earth Sciences (BSc Hons) - 4 Years (Full-time) (Year 2),10,2,1,5,3,1
S1,Student24306,History and Economics MA (Hons) (Year 1),13,4,1,5,3,1
S1,Student24307,Language Education (MSc) - 1 Year (Full-time) (Year 1),10,3,1,4,1,0
S1,Student24308,Statistics with Data Science (MSc) (Year 1),4,0,0,3,3,1
S1,Student24309,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),11,10,1,4,2,0
S1,Student24310,Design by Distance (PhD) - 6 Years (Part-time) (Year 2),1,0,0,1,1,1
S1,Student24311,Physics (MPhys) (Year 2),17,10,1,5,2,0
S1,Student24312,Corporate Law (LLM) (Full-time) (Year 1),2,0,0,2,2,1
S1,Student24313,Musicology (MMus) (Part-time) (Year 1),1,0,0,1,1,1
S1,Student24314,Linguistics (MA Hons) (Year 1),7,0,0,4,2,0
S1,Student24315,Computer Science (MSc) (Full-time) (Year 1),9,0,0,2,0,0
S1,Student24317,History of Art (MA Hons) (Year 1),8,1,1,4,4,1
S1,Student24319,Graphic Design (MA (eca)) (Year 1),4,0,0,2,0,0
S1,Student24320,Language Education (MSc) - 1 Year (Full-time) (Year 1),11,4,1,4,2,0
S1,Student24321,Physical Activity for Health (MSc) - 1 Year (Full-time) (Year 1),6,2,1,3,0,0
S1,Student24322,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),11,11,1,5,1,0
S1,Student24323,Semester 1 Courses for Visiting Students BIO (Year 1),13,6,1,4,0,0
S1,Student24324,Education (MSc) (Full-time) (Year 1),5,0,0,3,2,1
S1,Student24325,East Asian Studies (MSc) (Year 1),3,0,0,3,2,1
S1,Student24326,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),12,11,1,4,1,0
S1,Student24327,Comparative Education and International Development (CEID) (MSc) - 1 Year (Full-time) (Year 1),4,0,0,3,1,0
S1,Student24328,Performance Psychology (MSc) (Full-time) (Year 1),7,3,1,3,1,0
S1,Student24329,Advanced Chemical Engineering (MSc) - 1 Year (Full-time) (Year 1),2,0,0,2,2,1
S1,Student24330,Electronics (MSc) (Year 1),5,0,0,4,3,1
S1,Student24331,Illustration (MA (eca)) (Year 1),3,0,0,3,3,1
S1,Student24332,Mechanical Engineering (BEng Hons) (Year 1),7,0,0,4,3,1
S1,Student24333,Economics and Statistics (MA Hons) (Year 1),7,1,1,4,3,1
S1,Student24334,Language Education (MSc) - 1 Year (Full-time) (Year 1),11,4,1,4,1,0
S1,Student24335,Data Science (MSc) (Full-time) (Year 1),8,1,1,5,3,1
S1,Student24336,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),9,6,1,4,2,0
S1,Student24337,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),2,0,0,2,2,1
S1,Student24338,Financial Modelling and Optimization (MSc) (Full-time) (Year 1),5,1,1,3,3,1
S1,Student24339,Translation Studies (MSc) (Full-time) (Year 1),7,0,0,5,4,1
S1,Student24341,Sustainable Energy Systems (MSc) (Year 1),2,0,0,2,1,0
S1,Student24342,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),8,10,1,3,0,0
S1,Student24343,Religious Studies (MA Hons) (Year 1),6,1,1,4,3,1
S1,Student24344,Financial Modelling and Optimization (MSc) (Full-time) (Year 1),7,1,1,5,5,1
S1,Student24345,Artificial Intelligence (MSc) (Full-time) (Year 1),8,1,1,5,3,1
S1,Student24346,Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 1),9,2,1,3,1,0
S1,Student24347,Film and Television (BA Hons) (Year 1),2,0,0,2,0,0
S1,Student24348,Computer Science (BSc Hons) (Year 1),23,1,1,5,1,0
S1,Student24349,"History of Art, Theory and Display (MSc) (Full-time) (Year 1)",2,0,0,2,2,1
S1,Student24350,"Sport Policy, Management and International Development (MSC) (Year 1)",2,0,0,1,1,1
S1,Student24351,Education (MSc) (Full-time) (Year 1),4,0,0,3,2,1
S1,Student24352,Translation Studies (MSc) (Full-time) (Year 1),6,1,1,3,2,1
S1,Student24353,Banking Innovation and Risk Analytics (MSc) - 1 Year (Full-time) (Year 1),3,0,0,3,3,1
S1,Student24354,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),12,6,1,4,2,0
S1,Student24355,Composition (MMus) (Full-time) (Year 1),5,0,0,2,0,0
S1,Student24356,Design and Digital Media (MSc) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24357,International Development (MSc) (Full-time) (Year 1),3,1,1,1,0,0
S1,Student24358,Design Informatics (MSc) (Full-time) (Year 1),4,0,0,4,3,1
S1,Student24359,Primary Education PGDE (Year 1),22,13,1,4,1,0
S1,Student24360,Health Humanities and Arts (MSC)(R) - 1 Year (Full-Time) (Year 1),3,0,0,2,1,0
S1,Student24361,Geography (PhD) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24362,International Human Resource Management (MSc) (Year 1),5,0,0,3,0,0
S1,Student24363,Fine Art (BA Hons) - 4 Years (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24364,Design and Digital Media (MSc) (Full-time) (Year 1),2,0,0,2,2,1
S1,Student24365,Computer Science (BEng Hons) (Year 1),20,0,0,5,1,0
S1,Student24366,Philosophy and Theology (MA Hons) (Year 1),6,1,1,4,4,1
S1,Student24367,Chemical Physics (MChemPhys) (Year 1),12,3,1,4,0,0
S1,Student24368,Mechanical Engineering (BEng Hons) (Year 1),5,0,0,4,4,1
S1,Student24369,Education (Child and Adolescent Psychology) (MSc) - 1 Year (Full-time) (Year 1),3,0,0,3,3,1
S1,Student24370,Business and Economics MA (Hons) (Year 1),6,1,1,3,2,1
S1,Student24371,Chinese and History (MA Hons) (Year 1),6,0,0,4,2,0
S1,Student24372,Physics (MPhys) (Year 1),4,0,0,3,2,1
S1,Student24373,Law (LLB Ord) (Graduate Entry) (Year 1),6,0,0,4,2,0
S1,Student24374,Informatics (MInf) (Year 1),20,0,0,5,1,0
S1,Student24375,"Sport Policy, Management and International Development (MSC) (Year 1)",2,0,0,2,2,1
S1,Student24376,Landscape and Wellbeing (MSc) - 1 Year (Full-time) (Year 1),4,2,1,2,2,1
S1,Student24377,French and Spanish (MA Hons) (Year 1),10,10,1,3,1,0
S1,Student24378,Secondary Education PGDE (Art and Design) (Year 1),3,1,1,1,1,1
S1,Student24379,Dance Science and Education (MSc) (Full-time) (Year 1),8,0,0,4,2,0
S1,Student24380,Study Abroad/Exchange Programme: Semester 1 (CAHSS) (Year 1),1,0,0,1,1,1
S1,Student24381,International Development (MSc) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24382,Social Research (MSc) (Full-time) (Year 1),1,0,0,1,0,0
S1,Student24383,Sociology and Global Change (MSc) (Full-time) (Year 1),1,0,0,1,0,0
S1,Student24384,Performance Psychology (MSc) (Full-time) (Year 1),8,4,1,3,1,0
S1,Student24385,Electrical Power Engineering (MSc) - 1 Year (Full-time) (Year 1),11,5,1,4,1,0
S1,Student24386,International and European Politics (MSc) (Full-time) (Year 1),2,0,0,1,1,1
S1,Student24387,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),10,6,1,4,2,0
S1,Student24388,Geographical Information Science (MSc) (Full-time) (Year 1),6,1,1,3,1,0
S1,Student24389,Film Studies (MSc) (Full-time) (Year 1),4,0,0,4,2,0
S1,Student24390,"Innovation, Technology and the Law (LLM) (Full-time) (Year 1)",4,0,0,4,2,0
S1,Student24391,"Film, Exhibition and Curation (MSc) (Full-time) (Year 1)",4,0,0,3,2,1
S1,Student24392,Banking Innovation and Risk Analytics (MSc) - 1 Year (Full-time) (Year 1),3,0,0,3,3,1
S1,Student24393,International and European Politics (MSc) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24396,Biological Sciences (BSc Hons) (Year 1),8,2,1,5,1,0
S1,Student24397,Film Directing (MA (eca)) (Year 1),1,0,0,1,0,0
S1,Student24398,Marketing (MSc) (Year 1),2,0,0,2,1,0
S1,Student24399,"History of Art, Theory and Display (MSc) (Full-time) (Year 1)",3,0,0,3,3,1
S1,Student24400,Financial Modelling and Optimization (MSc) (Full-time) (Year 1),6,1,1,3,2,1
S1,Student24401,"Sport Policy, Management and International Development (MSC) (Year 1)",3,0,0,2,2,1
S1,Student24402,Language Education (MSc) - 1 Year (Full-time) (Year 1),13,6,1,4,1,0
S1,Student24403,Ecological and Environmental Sciences (BSc Hons) (Year 1),5,1,1,4,1,0
S1,Student24404,Economics with Finance (MA Hons) (Year 1),9,4,1,4,2,0
S1,Student24405,Sport Management (BSc Hons) (Year 1),3,1,1,2,1,0
S1,Student24406,Computer Science (BEng Hons) (Year 1),17,0,0,5,1,0
S1,Student24407,Design for Change (MA (ECA)) - 1 Year (Full-time) (Year 1),2,0,0,2,2,1
S1,Student24408,Economics (MSc) (Full-time) (Year 1),8,0,0,5,0,0
S1,Student24409,Graphic Design (MA (eca)) (Year 1),5,0,0,3,1,0
S1,Student24410,"Sport Policy, Management and International Development (MSC) (Year 1)",2,0,0,1,1,1
S1,Student24411,Digital Sociology (MSc) - 1 Year (Full-Time) (Year 1),2,0,0,1,0,0
S1,Student24412,Mathematics and Business BSc (Hons) (Year 1),7,0,0,4,4,1
S1,Student24413,Study Abroad/Exchange Programme: Semester 1 (CAHSS) (Year 1),7,2,1,3,2,1
S1,Student24415,Counselling Studies (MSc) (Full-time) (Year 1),17,51,1,2,0,0
S1,Student24416,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),10,10,1,3,0,0
S1,Student24417,"Sport Policy, Management and International Development (MSC) (Year 1)",2,0,0,1,1,1
S1,Student24418,Physics (MPhys) (Year 1),6,0,0,4,2,0
S1,Student24419,History and Economics MA (Hons) (Year 1),8,1,1,4,2,0
S1,Student24420,"Sport Policy, Management and International Development (MSC) (Year 1)",1,0,0,1,1,1
S1,Student24421,Illustration (MA (eca)) (Year 1),2,0,0,2,2,1
S1,Student24422,"Sport Policy, Management and International Development (MSC) (Year 1)",4,1,1,2,2,1
S1,Student24423,Commercial Law (LLM) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24424,International and Cross-cultural Counselling Studies (MSc) (Year 1),2,0,0,1,0,0
S1,Student24425,Contemporary Art Theory (MA (eca)) (Year 1),1,0,0,1,1,1
S1,Student24426,"Sport Policy, Management and International Development (MSC) (Year 1)",4,1,1,2,2,1
S1,Student24427,High Performance Computing with Data Science (MSc) (Full-time) (Year 1),10,1,1,5,1,0
S1,Student24428,Ecological Economics (SAC) (MSc) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24429,Intellectual Property Law (LLM) (Full-time) (Year 1),4,0,0,3,1,0
S1,Student24430,Global Strategy and Sustainability (MSc) - 1 Year (Full-time) (Year 1),9,2,1,4,1,0
S1,Student24431,Globalised Muslim World MSc (Year 1),5,2,1,3,3,1
S1,Student24432,"Sport Policy, Management and International Development (MSC) (Year 1)",2,0,0,2,2,1
S1,Student24433,Collections and Curating Practices (MSc by Research) - 1 Year (Full-time) (Year 1),1,0,0,1,0,0
S1,Student24434,"Film, Exhibition and Curation (MSc) (Full-time) (Year 1)",3,0,0,2,1,0
S1,Student24435,Politics (MA Hons) (Year 3),4,0,0,4,2,0
S1,Student24436,Social Policy and Economics (MA Hons) (Year 1),7,1,1,4,3,1
S1,Student24437,International Law (LLM) (Full-time) (Year 1),4,0,0,3,2,1
S1,Student24438,Electrical Power Engineering (MSc) - 1 Year (Full-time) (Year 1),8,3,1,4,2,0
S1,Student24439,Philosophy and Theology (MA Hons) (Year 1),7,1,1,4,4,1
S1,Student24440,Arabic and Spanish (MA Hons) (Year 1),7,1,1,4,3,1
S1,Student24441,Electrical and Mechanical Engineering (MEng Hons) (Year 2),12,4,1,5,3,1
S1,Student24442,Artificial Intelligence and Computer Science (BSc Hons) (Year 1),19,1,1,5,1,0
S1,Student24443,"Film, Exhibition and Curation (MSc) (Full-time) (Year 1)",4,0,0,3,2,1
S1,Student24444,Creative Industries (MSc) - 1 Year (Full-time) (Year 1),12,8,1,4,2,0
S1,Student24445,Chemical Physics (MChemPhys) (Year 1),11,0,0,4,2,0
S1,Student24446,Ecological Economics (SAC) (MSc) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24447,VS European Studies (BAES) - 2 Semesters (Year 1),2,0,0,2,2,1
S1,Student24448,Economics and Politics (MA Hons) (Year 1),8,1,1,4,2,0
S1,Student24449,Performance Psychology (MSc) (Full-time) (Year 1),8,4,1,3,1,0
S1,Student24450,Public Policy (MSc) - 1 Year (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24451,Contemporary Art Theory (MA (eca)) (Year 1),1,0,0,1,1,1
S1,Student24452,Climate Change Finance & Investment (MSc) - 1 Year (Full-Time) (Year 1),6,0,0,5,4,1
S1,Student24453,Geophysics (MEarthPhys) (Year 1),6,0,0,4,2,0
S1,Student24454,Pharmacology BSc (Hons) (Year 1),4,0,0,4,4,1
